"d","sed","v","fsed","fv"
0.020456145,0.11252056,0.012660877,0.209365739670376,0.0438340129477235
0.17888544,0.22405356,0.050199997,0.208720029431395,0.0435640506858424
1.0190047,0.29173341,0.085108384,0.215895270076391,0.046610767641358
0.074213214,0.26354969,0.06945844,0.226174763047107,0.0511550234394152
1.073745,0.36173123,0.13084948,0.266429171235964,0.0709845032854828
0.20182534,0.2808218,0.078860886,0.235989785710648,0.0556911789597574
1.3538835,0.44375265,0.19691642,0.300804740322992,0.0904834918007826
0.071428575,0.15817665,0.025019851,0.263875741326877,0.0696304068608092
0.066519015,0.33342549,0.11117256,0.181385063722286,0.0329005413415378
0.1243696,0.15960227,0.025472885,0.181883227769661,0.0330815085439105
0.74051857,0.25842625,0.066784129,0.221123959258138,0.0488958053579947
-0.099330992,0.26277477,0.06905058,0.227274304528169,0.0516536094987631
0.25453582,0.26367411,0.069524035,0.227274304528169,0.0516536094987631
0.36221325,0.26475751,0.070096545,0.227274304528169,0.0516536094987631
0.1334077,0.21730672,0.047222208,0.205692781046754,0.0423095201747478
0.24473876,0.21787578,0.047469854,0.205692781046754,0.0423095201747478
0.060086139,0.21711461,0.047138754,0.205692781046754,0.0423095201747478
0.16582218,0.17798775,0.031679641,0.27487193148584,0.0755545787187561
0.51745868,0.1882387,0.035433806,0.27487193148584,0.0755545787187561
0.07509385,0.17702574,0.031338111,0.27487193148584,0.0755545787187561
0.26270553,0.17980085,0.032328349,0.27487193148584,0.0755545787187561
0.62110627,0.19307435,0.037277702,0.27487193148584,0.0755545787187561
0.74387598,0.19974013,0.039896119,0.27487193148584,0.0755545787187561
0.17931269,0.178192,0.031752389,0.27487193148584,0.0755545787187561
0.42226687,0.18448871,0.034036085,0.27487193148584,0.0755545787187561
0.2675584,0.17991263,0.032368552,0.27487193148584,0.0755545787187561
0.095758229,0.17718148,0.031393278,0.27487193148584,0.0755545787187561
0.43644089,0.18796365,0.035330333,0.277982912389846,0.0772744995807408
0.38435534,0.18612036,0.034640789,0.277982912389846,0.0772744995807408
0.50828302,0.19085342,0.036425028,0.277982912389846,0.0772744995807408
0.170763,0.31680357,0.10036451,0.254737255568265,0.0648910693744516
0.52810037,0.32169259,0.10348612,0.254737255568265,0.0648910693744516
0.48883641,0.23130012,0.053499743,0.210701147343559,0.0443949734918921
1.2554243,0.42285281,0.1788045,0.43915052260712,0.192853181506107
0.626131,0.34583521,0.11960199,0.43915052260712,0.192853181506107
-0.35990405,0.18839368,0.035492178,0.281263367386377,0.0791090818335243
-0.20940654,0.18456486,0.034064189,0.281263367386377,0.0791090818335243
-0.17309588,0.35025162,0.12267619,0.271917074647346,0.0739388954847706
0.47763222,0.35451204,0.12567878,0.271917074647346,0.0739388954847706
0.46650445,0.35428745,0.12551959,0.271917074647346,0.0739388954847706
0.43939176,0.35376185,0.12514745,0.271917074647346,0.0739388954847706
0.52570802,0.36028942,0.12980847,0.27487193148584,0.0755545787187561
1.1032361,0.38014188,0.14450786,0.27487193148584,0.0755545787187561
1.1127878,0.38057664,0.14483859,0.27487193148584,0.0755545787187561
0.94237614,0.37331802,0.13936634,0.27487193148584,0.0755545787187561
0.18083888,0.35427529,0.12551098,0.27487193148584,0.0755545787187561
0.075000003,0.35367766,0.12508789,0.27487193148584,0.0755545787187561
-0.045089092,0.19621579,0.038500637,0.296409561185506,0.0878586279621845
0.5262019,0.20925181,0.043786317,0.296409561185506,0.0878586279621845
-0.4927364,0.19333862,0.03737982,0.281263367386377,0.0791090818335243
0.24711454,0.18534048,0.034351092,0.281263367386377,0.0791090818335243
-0.05383708,0.22376877,0.050072461,0.327940706152301,0.10754510675167
0.48239881,0.23625773,0.055817716,0.327940706152301,0.10754510675167
