"d","sed","v","fsed","fv"
0.167246044,0.176128026,0.031021081,0.20954912598037,0.0439108361991368
0.872453534,0.108283179,0.011725247,0.118399674484495,0.0140184829180343
0.3581,0.150988198,0.022797436,0.177287659841326,0.0314309143320137
0.4804,0.206535196,0.042656787,0.235149159185356,0.0552951270655797
0.4988,0.231165663,0.053437565,0.260503745459957,0.067862201398666
0.9208,0.268764358,0.07223428,0.276699265682553,0.0765624836292642
0.7706,0.243325455,0.059207276,0.260503745459957,0.067862201398666
0.4241,0.126506969,0.016004013,0.148173607972434,0.0219554180995684
0.5205,0.212100689,0.044986703,0.239628593289591,0.0574218627219482
0.4452,0.209589436,0.043927733,0.239628593289591,0.0574218627219482
0.134,0.220677676,0.048698638,0.260503745459957,0.067862201398666
0.6381,0.236961367,0.05615069,0.260503745459957,0.067862201398666
0.9881,0.148125972,0.021941304,0.156444534285208,0.0244748923077156
-0.5999,0.226501393,0.05130288,0.266634084090167,0.0710937347986025
0.4442,0.234970553,0.05521116,0.266634084090167,0.0710937347986025
0.9147,0.126614793,0.016031306,0.136609316609934,0.0186621053846332
0.5731,0.17034182,0.029016335,0.193194748296289,0.0373242107692663
0.3009,0.154259453,0.023795979,0.182145755479912,0.0331770762393478
0.390888247,0.227338924,0.051682986,0.260503745459957,0.067862201398666
0.705,0.336760118,0.11340737,0.352723738778033,0.124414035897554
0.662764777,0.225859368,0.051012453,0.248124381078095,0.0615657084853877
0.622265143,0.112772018,0.012717528,0.128796498864192,0.0165885381196739
0.9206,0.543054303,0.29490799,0.49882669515084,0.248828071795109
0.4342,0.211420007,0.044698421,0.241966488586434,0.0585477815988491
0.5643,0.283226481,0.080217242,0.310355512148064,0.0963205439206872
0.46,0.219238506,0.048065521,0.24941334757542,0.0622070179487772
0.952,0.138335681,0.01913676,0.147631837939159,0.0217951595732942
1.1413,0.209158423,0.043747246,0.20954912598037,0.0439108361991368
0.3779,0.201485311,0.040596332,0.233001633296706,0.0542897611189328
0.7944,0.15013573,0.022540737,0.164757034931642,0.0271448805594664
0.6074,0.145078003,0.021047628,0.164757034931642,0.0271448805594664
1.0452,0.158401757,0.025091117,0.164757034931642,0.0271448805594664
0.2748,0.138703356,0.019238621,0.164757034931642,0.0271448805594664
0.9063,0.38143483,0.14549252,0.377077537911243,0.142187469597205
0.4215,0.175887664,0.03093647,0.203645145533069,0.0414713452991848
0.273571265,0.255137892,0.065095343,0.294191934861289,0.0865488945374291
0.769230137,0.249517597,0.06225903,0.266634084090167,0.0710937347986025
0.3731,0.142928287,0.020428495,0.167836872215011,0.028169215674918
0.627476002,0.534806998,0.28601852,0.521007490919914,0.271448805594664
0.4451,0.226435593,0.051273078,0.257592997728385,0.0663541524786957
0.3207,0.222483925,0.049499098,0.257592997728385,0.0663541524786957
0.2627,0.220914941,0.048803411,0.257592997728385,0.0663541524786957
0.3494,0.223325129,0.049874112,0.257592997728385,0.0663541524786957
0.3268,0.222659143,0.049577095,0.257592997728385,0.0663541524786957
0.1975,0.219362673,0.048119981,0.257592997728385,0.0663541524786957
0.3038,0.222008597,0.049287818,0.257592997728385,0.0663541524786957
0.2657,0.22099177,0.048837364,0.257592997728385,0.0663541524786957
0.7311,0.124970272,0.015617569,0.139699417320246,0.0195159271996164
0.856092132,0.298326642,0.088998787,0.307882520449175,0.0947916463981366
1.1109,0.285427736,0.081468992,0.280316403069878,0.0785772858300343
1.1541,0.280389711,0.078618392,0.273218633219868,0.0746484215385326
0.3322,0.145095298,0.021052646,0.171096144899365,0.0292738907994246
0.8384,0.21455574,0.046034165,0.228877384684514,0.0523848572200229
0.4048,0.225068906,0.050656013,0.257592997728385,0.0663541524786957
0.4445,0.238058992,0.056672085,0.269866130387412,0.0728277283302757
0.5952,0.172111065,0.02962222,0.194413654699031,0.0377966691334342
0.8088,0.130876102,0.017128553,0.143998863362154,0.0207356726495924
1.5378,0.416380935,0.17337309,0.352723738778033,0.124414035897554
0.5402,0.124860812,0.015590223,0.143998863362154,0.0207356726495924
1.155044847,0.136486671,0.018628612,0.139471708257187,0.0194523574041779
0.51678361,0.080638638,0.00650259,0.0941993217520578,0.00887351221854771
0.1366,0.117028153,0.013695588,0.141089495511213,0.0199062457436087
0.645766795,0.209403951,0.043850016,0.231949701814672,0.0538006641719154
0.55489094,0.113202455,0.012814796,0.130623490811051,0.0170624963516646
1.2168,0.293168705,0.085947886,0.280316403069878,0.0785772858300343
0.622776453,0.204614071,0.041866917,0.227880092861262,0.0519293367224575
0.2229,0.219940614,0.048373874,0.257592997728385,0.0663541524786957
0.6385,0.221164264,0.048913632,0.244374174639683,0.0597187372308261
0.4567,0.27306211,0.074562915,0.305467718299603,0.0933105269231658
0.3342,0.237406135,0.056361672,0.273218633219868,0.0746484215385326
0.2492,0.264982884,0.070215926,0.305467718299603,0.0933105269231658
-0.5575,0.217894137,0.047477856,0.257592997728385,0.0663541524786957
0.4136,0.481681388,0.23201697,0.49882669515084,0.248828071795109
0.6772,0.510510226,0.26062068,0.49882669515084,0.248828071795109
-0.4988,0.440249588,0.1938197,0.49882669515084,0.248828071795109
0.2532,0.467697626,0.21874107,0.49882669515084,0.248828071795109
-0.0407,0.584264538,0.34136504,0.610935436599206,0.373242107692663
1.1591,0.776944847,0.6036433,0.610935436599206,0.373242107692663
-0.182,0.574645831,0.33021784,0.610935436599206,0.373242107692663
-0.133,0.577651073,0.33368075,0.610935436599206,0.373242107692663
