"d","sed","v","fsed","fv"
0.25,0.12576277,0.015816275,0.100571087726088,0.0101145436864084
0.3,0.143482822,0.02058732,0.127158076885196,0.0161691765171415
0.32,0.14869198,0.022109305,0.134249432343954,0.018022910084674
0.53,0.293155846,0.085940346,0.296806399758162,0.0880940389374021
0.07,0.27554209,0.075923443,0.296806399758162,0.0880940389374021
0.94,0.502120127,0.25212461,0.447874871668032,0.200591900671656
-0.74,0.416381001,0.17337313,0.447874871668032,0.200591900671656
-0.44,0.316165105,0.099960372,0.346620017475333,0.1201454365146
-0.19,0.316065048,0.099897116,0.346620017475333,0.1201454365146
0.62,0.120934245,0.014625092,0.08211256650885,0.00674247357867032
0.63,0.303240182,0.091954611,0.30126662927012,0.0907615819117799
0.76,0.34431155,0.11855044,0.332178389526445,0.110342482468383
0.57,0.330887638,0.10948663,0.332178389526445,0.110342482468383
0.69,0.38978366,0.1519313,0.37851198692413,0.143271324245253
0.61,0.355799405,0.12659322,0.353336742005487,0.124846853251052
-0.52,0.267808159,0.071721211,0.289731820212978,0.0839445276439255
0.28,0.270455754,0.073146313,0.284369228248367,0.080865857974572
0.28,0.153457699,0.023549266,0.141925775749609,0.0201429258221283
0.37,0.174014134,0.030280918,0.167325038413727,0.0279976684801552
0.34,0.175267939,0.03071885,0.16979989519441,0.0288320044080325
0.52,0.205750023,0.04233307,0.201403260182463,0.040563273212125
