"d","sed","v","fsed","fv"
0.31,0.31,0.097851902,0.388009369501925,0.150551270821281
0.37,0.4,0.15898472,0.475212485349367,0.225826906231922
0.99,0.51,0.25872704,0.517345826002567,0.267646703682278
0.92,0.59,0.34617278,0.58661502746575,0.344117190448643
0.73,0.29,0.085491464,0.341402727832269,0.116555822571315
0.46,0.25,0.064518265,0.314630920970002,0.0989926164304316
0.89,0.39,0.1520386,0.425042968399123,0.180661524985538
0.4,0.21,0.046144526,0.27154999162821,0.0737393979532807
0.38,0.16,0.025125246,0.204973920624482,0.0420143081361715
0.99,0.64,0.41231161,0.616717157699648,0.380340052601132
0.49,0.27,0.07156416,0.32841684922829,0.107857626857037
0.59,0.3,0.088746458,0.356061817011752,0.126780017533711
0.83,0.61,0.37816039,0.616717157699648,0.380340052601132
0.28,0.54,0.29461151,0.616717157699648,0.380340052601132
0.62,0.3,0.089788191,0.356061817011752,0.126780017533711
0.7,0.31,0.096562333,0.362477861378432,0.131390199989482
1.83,0.7,0.48507795,0.548728112677456,0.301102541642563
0.52,0.33,0.11006474,0.396354611740918,0.157096978248294
1.12,0.47,0.2240961,0.475212485349367,0.225826906231922
0.66,0.36,0.1329242,0.414799463866965,0.172058595224322
0.73,0.28,0.079740852,0.330895502121997,0.109491833324568
0.46,0.26,0.065495379,0.316808323566244,0.100367513880854
0.12,0.3,0.089262664,0.380169988279493,0.14452921998843
1.68,0.54,0.29325122,0.467956906829183,0.218983666649137
0.84,0.37,0.14015183,0.414799463866965,0.172058595224322
0.66,0.29,0.084572673,0.344189735118595,0.118466573761008
0.94,0.23,0.051491171,0.259878853864993,0.0675370186861823
0.69,0.25,0.062613562,0.298689751906711,0.0892155678940927
0.55,0.37,0.13467573,0.43045774679989,0.185293871780039
1,0.42,0.17623346,0.441938634587566,0.195309756741122
0.18,0.21,0.04333153,0.270175046126973,0.0729945555497122
0.53,0.29,0.083510846,0.349974841696805,0.122482389820703
0.58,0.27,0.07270021,0.325993075517886,0.10627148528561
0.7,0.39,0.15258868,0.441938634587566,0.195309756741122
0.72,0.42,0.17653903,0.467956906829183,0.218983666649137
0.42,0.28,0.080361828,0.349974841696805,0.122482389820703
0.58,0.24,0.057723131,0.293307513732875,0.0860292976121608
0.9,0.27,0.071408324,0.304379591776484,0.0926469358900193
0.71,0.5,0.24778451,0.53764155343208,0.28905843997686
0.85,0.32,0.10108194,0.359226873184957,0.129043946418241
0.66,0.36,0.1329242,0.41982751973561,0.176255146327354
0.53,0.29,0.085115895,0.352978972691632,0.12459415516244
1.9,0.95,0.90276647,0.6720519417901,0.451653812463844
1.14,0.37,0.13919027,0.388009369501925,0.150551270821281
0.6,0.43,0.18790671,0.490797344444782,0.24088203331405
0.11,0.16,0.025985235,0.212521484199561,0.0451653812463844
0.59,0.34,0.11309399,0.396354611740918,0.157096978248294
0.47,0.39,0.15341061,0.461023828637111,0.212542970571221
0.7,0.38,0.14786951,0.436084884283514,0.190170026300566
0.6,0.35,0.12268772,0.409947841248964,0.168057232544686
0.62,0.36,0.13070959,0.41982751973561,0.176255146327354
0.59,0.5,0.24699561,0.548728112677456,0.301102541642563
0.64,0.29,0.085462347,0.347046130445255,0.120441016657025
0.75,0.42,0.17269462,0.461023828637111,0.212542970571221
0.57,0.32,0.10437638,0.384029681022914,0.147478795906561
0.84,0.44,0.19339184,0.475212485349367,0.225826906231922
1.08,0.29,0.086360343,0.319031567148022,0.101781140836923
0.59,0.26,0.067501917,0.314630920970002,0.0989926164304316
0.98,0.41,0.16898789,0.436084884283514,0.190170026300566
1.53,0.46,0.21349254,0.425042968399123,0.180661524985538
0.44,0.23,0.054366592,0.291577070820887,0.0850171882284883
0.56,0.3,0.087607309,0.356061817011752,0.126780017533711
0.29,0.12,0.014846238,0.159515783574011,0.0254452852092307
0.18,0.09,0.008182027,0.120100265824605,0.0144240738511407
0.18,0.2,0.04072931,0.262342215607265,0.0688234380897286
0.25,0.26,0.070130348,0.33602597089505,0.112913453115961
0.15,0.16,0.025799889,0.211205549044163,0.0446077839470463
1.42,0.65,0.42495388,0.573127821671313,0.328475499973705
0.79,0.3,0.09101855,0.347046130445255,0.120441016657025
0.93,0.45,0.20291255,0.475212485349367,0.225826906231922
0.91,0.43,0.18654905,0.461023828637111,0.212542970571221
0.95,0.47,0.22201455,0.490797344444782,0.24088203331405
0.45,0.24,0.059025604,0.302447003400753,0.091474189866095
0.52,0.28,0.078763306,0.341402727832269,0.116555822571315
0.51,0.28,0.079892434,0.344189735118595,0.118466573761008
0.08,0.27,0.071337529,0.344189735118595,0.118466573761008
0.68,0.44,0.19467859,0.490797344444782,0.24088203331405
0.53,0.27,0.075025164,0.333431136920389,0.111176323068023
0.85,0.34,0.11503229,0.380169988279493,0.14452921998843
0.61,0.29,0.086055771,0.349974841696805,0.122482389820703
0.75,0.27,0.073028974,0.316808323566244,0.100367513880854
1.61,0.65,0.42745593,0.548728112677456,0.301102541642563
0.43,0.37,0.13688534,0.441938634587566,0.195309756741122
0.9,0.42,0.17323929,0.448034627860067,0.200735027761708
0.41,0.25,0.063514017,0.314630920970002,0.0989926164304316
0.47,0.3,0.088408031,0.362477861378432,0.131390199989482
0.65,0.24,0.060024071,0.295069136260899,0.0870657951737531
0.67,0.3,0.091610305,0.356061817011752,0.126780017533711
0.19,0.21,0.04250798,0.267486670333595,0.0715491188061535
0.47,0.36,0.12684178,0.425042968399123,0.180661524985538
0.02,0.34,0.11227078,0.425042968399123,0.180661524985538
0.04,0.37,0.14016494,0.467956906829183,0.218983666649137
0.82,0.3,0.092240907,0.347046130445255,0.120441016657025
0.6,0.28,0.081123784,0.341402727832269,0.116555822571315
1.2,0.39,0.15491225,0.400734353667572,0.160588022209367
0.61,0.23,0.05089011,0.278754159994447,0.0777038817142097
0.83,0.35,0.12592676,0.400734353667572,0.160588022209367
1.07,0.46,0.21002521,0.467956906829183,0.218983666649137
0.97,0.47,0.22431982,0.490797344444782,0.24088203331405
1.36,0.53,0.27722991,0.490797344444782,0.24088203331405
0.58,0.29,0.083496548,0.347046130445255,0.120441016657025
1.56,0.37,0.13448364,0.347046130445255,0.120441016657025
0.99,0.4,0.15976486,0.425042968399123,0.180661524985538
1.36,0.69,0.47448218,0.601101530501358,0.361323049971075
1.22,0.66,0.43758634,0.601101530501358,0.361323049971075
1.9,0.81,0.64988905,0.601101530501358,0.361323049971075
0.44,0.54,0.29315266,0.601101530501358,0.361323049971075
1.19,0.42,0.17727932,0.425042968399123,0.180661524985538
0.58,0.27,0.07270021,0.325993075517886,0.10627148528561
0.64,0.3,0.088761702,0.352978972691632,0.12459415516244
1.59,0.56,0.31568098,0.490797344444782,0.24088203331405
1.06,0.32,0.10337449,0.347046130445255,0.120441016657025
0.8,0.42,0.17679876,0.461023828637111,0.212542970571221
0.63,0.3,0.090144001,0.356061817011752,0.126780017533711
0.7,0.27,0.072641142,0.319031567148022,0.101781140836923
0.79,0.44,0.18938279,0.475212485349367,0.225826906231922
1.34,0.52,0.27414322,0.490797344444782,0.24088203331405
1.01,0.48,0.22904815,0.490797344444782,0.24088203331405
0.98,0.53,0.28404897,0.53764155343208,0.28905843997686
0.99,0.52,0.2716065,0.527200917743945,0.277940807670058
0.84,0.39,0.14842978,0.425042968399123,0.180661524985538
0.93,0.39,0.15504742,0.425042968399123,0.180661524985538
0.73,0.29,0.081721574,0.33602597089505,0.112913453115961
0.96,0.43,0.18465927,0.454390046401972,0.206470314269186
1.27,0.31,0.096644752,0.321302283114504,0.103235157134593
1.38,0.44,0.19650601,0.425042968399123,0.180661524985538
1.4,0.75,0.56404883,0.633616647132489,0.401470055523417
0.77,0.47,0.22114021,0.508023516027046,0.258087892836482
0.76,0.4,0.16200842,0.448034627860067,0.200735027761708
1.07,0.37,0.13427009,0.388009369501925,0.150551270821281
0.76,0.34,0.11854135,0.392115403101426,0.153754489349394
1.13,0.59,0.34380457,0.560530067433128,0.314193956496587
1.25,0.57,0.3293961,0.53764155343208,0.28905843997686
1.27,0.55,0.30143046,0.517345826002567,0.267646703682278
0.77,0.33,0.11091894,0.380169988279493,0.14452921998843
1.11,0.4,0.16035102,0.414799463866965,0.172058595224322
0.95,0.46,0.21311538,0.482816367931566,0.233111645142629
1.73,0.61,0.37359011,0.508023516027046,0.258087892836482
0.9,0.29,0.083147503,0.325993075517886,0.10627148528561
0.3,0.31,0.097565055,0.388009369501925,0.150551270821281
0.13,0.31,0.098092377,0.396354611740918,0.157096978248294
0.34,0.31,0.096447363,0.384029681022914,0.147478795906561
-0.11,0.3,0.092362992,0.392115403101426,0.153754489349394
0.21,0.36,0.13191283,0.448034627860067,0.200735027761708
0.21,0.36,0.12782104,0.441938634587566,0.195309756741122
-0.11,0.28,0.081077956,0.369253734908399,0.136348320743802
0.65,0.31,0.098622911,0.369253734908399,0.136348320743802
0.65,0.28,0.078493938,0.333431136920389,0.111176323068023
0.56,0.25,0.060426023,0.300550765250679,0.0903307624927688
